stop_year,stop_month,stop_date,stop_hour,driver_gender,drivers_age_bucket,drivers_race,stop_duration,is_arrested,drugs_related_stop,violations_raw,search_score,stop_outcome
2012,03,01,23,M,4.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,03,02,10,M,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,02,14,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,02,15,M,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,03,2,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,03,21,M,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,06,1,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,06,1,M,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,06,10,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,06,22,F,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,07,7,F,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,08,10,F,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,08,17,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,09,1,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,10,21,F,3.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,10,22,F,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,10,22,F,5.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,11,11,M,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,11,11,F,8.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,11,12,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,11,14,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,11,22,M,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,12,6,M,11.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,03,12,9,M,9.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,12,11,M,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,13,0,F,4.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,03,13,0,F,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,13,1,F,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,13,7,M,15.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,13,7,F,6.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,14,8,M,12.0,Hispanic,16-30 Min,False,False,Special Detail/Directed Patrol,1,Warning
2012,03,14,14,M,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,15,9,M,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,15,19,F,8.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,03,16,10,M,5.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,16,10,F,4.0,Asian,0-15 Min,False,False,Speeding,1,Warning
2012,03,16,13,M,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,16,23,M,10.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,17,23,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,18,0,M,6.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,18,1,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,18,1,F,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,18,11,F,4.0,Hispanic,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,19,0,M,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,19,7,M,12.0,Asian,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,19,8,M,12.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,19,10,F,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,20,6,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,20,10,M,11.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,21,11,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,21,16,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,21,22,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,22,19,F,7.0,White,0-15 Min,False,False,Registration Violation,1,Warning
2012,03,23,11,M,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,23,17,M,4.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,23,17,F,4.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,23,19,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,23,20,M,10.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,23,21,F,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,23,22,F,3.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,24,9,M,5.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,25,8,M,7.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,03,25,23,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,26,14,F,15.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,26,16,M,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,03,28,16,M,11.0,White,16-30 Min,False,False,Other Traffic Violation,1,Warning
2012,03,28,23,M,5.0,Hispanic,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,28,23,F,13.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,29,8,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,29,9,M,11.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,29,11,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,29,22,M,7.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,30,6,M,9.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,03,30,10,M,13.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,30,13,M,8.0,White,16-30 Min,False,False,Other Traffic Violation,1,Warning
2012,03,30,20,M,3.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,03,31,9,F,10.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,03,31,12,F,9.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,03,31,14,M,8.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,04,01,3,M,11.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,01,6,M,6.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,04,01,9,M,3.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,04,23,M,8.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,05,0,M,10.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,04,05,1,M,5.0,Hispanic,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,05,7,F,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,08,23,M,4.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,09,9,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,09,10,M,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,09,19,F,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,09,23,F,10.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,10,3,F,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,10,23,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,11,0,M,4.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,11,7,F,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,11,7,F,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,12,13,F,12.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,12,15,F,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,13,13,M,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,15,9,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,15,16,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,16,7,M,10.0,White,16-30 Min,False,False,Speeding,1,Warning
2012,04,17,2,F,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,17,7,F,12.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,17,9,M,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,17,13,M,6.0,Other,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,17,22,M,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,18,11,M,10.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,18,11,M,8.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,18,20,M,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,20,6,M,6.0,Asian,16-30 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,20,7,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,20,10,M,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,21,8,M,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,21,9,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,21,10,M,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,21,23,F,9.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,22,8,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,22,9,F,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,22,11,M,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,23,6,M,13.0,White,16-30 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,23,15,M,4.0,White,16-30 Min,False,False,Other Traffic Violation,8,Warning
2012,04,24,6,F,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,24,7,F,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,24,15,F,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,24,16,F,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,26,10,F,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,26,13,M,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,26,17,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,26,18,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,27,1,F,5.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,27,2,M,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,27,13,F,8.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,04,28,0,M,7.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,04,28,7,F,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,28,8,M,8.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,04,28,9,M,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,04,28,9,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,29,2,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,29,14,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,29,16,M,8.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,29,20,M,14.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,30,2,M,6.0,Hispanic,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,04,30,10,F,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,04,30,12,M,8.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,01,16,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,01,16,F,14.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,01,23,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,03,13,M,10.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,04,1,M,10.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,04,6,M,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,04,7,F,9.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,04,9,M,13.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,04,10,F,3.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,04,20,F,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,05,1,M,6.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,05,05,8,M,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,07,0,F,7.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,07,9,F,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,08,8,F,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,08,16,M,6.0,Hispanic,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,09,0,M,3.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,09,23,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,10,14,M,3.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,10,14,F,3.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,10,15,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,10,16,M,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,11,6,F,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,11,10,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,12,1,M,6.0,White,0-15 Min,False,False,Registration Violation,1,Warning
2012,05,12,2,M,10.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,12,20,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,13,14,M,10.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,14,4,M,10.0,White,0-15 Min,False,False,Call for Service,1,Warning
2012,05,15,11,M,8.0,White,0-15 Min,False,False,Violation of City/Town Ordinance,1,Warning
2012,05,16,9,M,10.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,16,22,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,17,0,M,3.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,17,6,M,8.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,05,17,22,M,15.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,17,23,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,18,0,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,18,13,F,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,18,15,M,15.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,18,21,M,4.0,Black,0-15 Min,False,True,Equipment/Inspection Violation,8,Warning
2012,05,19,15,M,5.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,20,6,F,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,20,14,M,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,20,22,F,11.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,21,9,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,21,13,M,5.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,21,20,M,6.0,White,0-15 Min,False,False,Registration Violation,1,Warning
2012,05,22,0,F,6.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,22,10,M,11.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,05,22,11,M,4.0,White,16-30 Min,False,False,Speeding,1,Warning
2012,05,22,11,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,22,17,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,22,19,F,12.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,23,1,M,15.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,23,8,M,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,23,15,F,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,23,22,M,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,24,6,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,24,9,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,24,10,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,25,6,M,11.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,25,6,M,7.0,Hispanic,0-15 Min,False,False,Speeding,1,Warning
2012,05,25,14,F,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,25,19,F,10.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,25,19,F,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,25,20,M,9.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,26,2,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,27,6,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,27,8,M,8.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,27,8,M,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,27,11,M,4.0,Asian,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,27,22,M,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,05,28,11,F,10.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,28,20,M,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,29,7,F,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,29,14,M,8.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,05,30,11,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,05,30,13,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,30,14,M,6.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,05,31,15,M,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,01,1,M,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,01,10,F,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,02,10,M,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,02,12,M,12.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,02,21,F,10.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,02,23,F,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,03,1,M,8.0,White,0-15 Min,False,False,Registration Violation,1,Warning
2012,06,03,2,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,04,0,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,04,7,F,4.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,04,9,F,13.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,04,11,F,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,04,16,M,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,04,23,M,8.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,05,1,F,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,05,19,M,9.0,Other,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,06,7,F,3.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,06,9,F,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,07,21,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,08,13,M,8.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,08,21,M,9.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,09,2,M,9.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,09,9,M,11.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,09,11,F,12.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,10,1,M,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,10,2,M,3.0,White,0-15 Min,False,True,Equipment/Inspection Violation,8,Warning
2012,06,10,8,M,9.0,Other,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,10,9,M,5.0,Other,0-15 Min,False,False,Speeding,1,Warning
2012,06,10,18,M,4.0,White,16-30 Min,False,True,Equipment/Inspection Violation,8,Warning
2012,06,10,19,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,11,15,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,11,15,M,12.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,12,13,M,15.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,12,16,M,3.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,12,19,F,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,13,11,M,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,14,3,M,10.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,14,15,F,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,15,0,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,15,2,M,5.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,15,8,F,7.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,15,9,M,5.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,15,13,M,5.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,15,23,M,6.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,16,2,M,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,16,13,F,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,17,2,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,17,3,M,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,17,7,M,8.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,17,7,M,6.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,18,20,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,19,15,F,12.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,19,16,F,12.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,20,9,F,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,21,1,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,21,18,M,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,22,7,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,22,12,M,9.0,White,16-30 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,22,13,F,4.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,23,0,M,8.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,23,2,M,7.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,23,6,M,9.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,24,7,M,11.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,24,17,M,8.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,24,20,F,6.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,25,0,F,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,26,1,M,3.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,26,8,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,26,8,M,10.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,26,9,M,5.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,26,11,F,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,26,17,M,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,26,18,M,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,26,19,M,4.0,Asian,0-15 Min,False,False,Speeding,1,Warning
2012,06,27,2,M,5.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,27,11,M,13.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,27,14,M,4.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,27,20,M,4.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,06,27,23,M,7.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,28,14,M,6.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,06,29,0,F,5.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,29,13,F,9.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,30,10,M,7.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,30,11,M,6.0,Black,0-15 Min,False,False,Speeding,1,Warning
2012,06,30,12,M,6.0,Black,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,06,30,15,M,5.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,07,01,7,M,7.0,White,0-15 Min,False,False,Speeding,1,Warning
2012,07,02,8,F,6.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,07,02,10,M,5.0,Hispanic,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,07,02,13,M,11.0,White,0-15 Min,False,False,Other Traffic Violation,1,Warning
2012,07,03,2,M,8.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,07,03,2,M,4.0,White,0-15 Min,False,False,Equipment/Inspection Violation,1,Warning
2012,07,03,8,M,6.0,Black,0-15 Min,False,False,Other Traffic Violation,1,Warning
